,source,target,film,year,studio
13,Joe Ranft,Darla K. Anderson,BugsLife,1998,pixar
14,Joe Ranft,Kevin Reher,BugsLife,1998,pixar
15,Don McEnery,Bob Shaw,BugsLife,1998,pixar
16,Don McEnery,Darla K. Anderson,BugsLife,1998,pixar
17,Don McEnery,Kevin Reher,BugsLife,1998,pixar
18,Bob Shaw,Darla K. Anderson,BugsLife,1998,pixar
19,Bob Shaw,Kevin Reher,BugsLife,1998,pixar
20,Darla K. Anderson,Kevin Reher,BugsLife,1998,pixar
0,John Lasseter,Ash Brannon,ToyStory2,1999,pixar
1,John Lasseter,Lee Unkrich,ToyStory2,1999,pixar
2,John Lasseter,Pete Docter,ToyStory2,1999,pixar
3,John Lasseter,Andrew Stanton,ToyStory2,1999,pixar
4,John Lasseter,Rita Hsiao,ToyStory2,1999,pixar
5,John Lasseter,Doug Chamberlin,ToyStory2,1999,pixar
6,John Lasseter,Chris Webb,ToyStory2,1999,pixar
7,John Lasseter,Karen Robert Jackson,ToyStory2,1999,pixar
8,John Lasseter,Sarah McArthur,ToyStory2,1999,pixar
9,John Lasseter,Helene Plotkin,ToyStory2,1999,pixar
10,Ash Brannon,Lee Unkrich,ToyStory2,1999,pixar
11,Ash Brannon,Pete Docter,ToyStory2,1999,pixar
12,Ash Brannon,Andrew Stanton,ToyStory2,1999,pixar
13,Ash Brannon,Rita Hsiao,ToyStory2,1999,pixar
14,Ash Brannon,Doug Chamberlin,ToyStory2,1999,pixar
15,Ash Brannon,Chris Webb,ToyStory2,1999,pixar
16,Ash Brannon,Karen Robert Jackson,ToyStory2,1999,pixar
17,Ash Brannon,Sarah McArthur,ToyStory2,1999,pixar
18,Ash Brannon,Helene Plotkin,ToyStory2,1999,pixar
19,Lee Unkrich,Pete Docter,ToyStory2,1999,pixar
20,Lee Unkrich,Andrew Stanton,ToyStory2,1999,pixar
21,Lee Unkrich,Rita Hsiao,ToyStory2,1999,pixar
22,Lee Unkrich,Doug Chamberlin,ToyStory2,1999,pixar
23,Lee Unkrich,Chris Webb,ToyStory2,1999,pixar
24,Lee Unkrich,Karen Robert Jackson,ToyStory2,1999,pixar
25,Lee Unkrich,Sarah McArthur,ToyStory2,1999,pixar
26,Lee Unkrich,Helene Plotkin,ToyStory2,1999,pixar
27,Pete Docter,Andrew Stanton,ToyStory2,1999,pixar
28,Pete Docter,Rita Hsiao,ToyStory2,1999,pixar
29,Pete Docter,Doug Chamberlin,ToyStory2,1999,pixar
30,Pete Docter,Chris Webb,ToyStory2,1999,pixar
31,Pete Docter,Karen Robert Jackson,ToyStory2,1999,pixar
32,Pete Docter,Sarah McArthur,ToyStory2,1999,pixar
33,Pete Docter,Helene Plotkin,ToyStory2,1999,pixar
34,Andrew Stanton,Rita Hsiao,ToyStory2,1999,pixar
35,Andrew Stanton,Doug Chamberlin,ToyStory2,1999,pixar
36,Andrew Stanton,Chris Webb,ToyStory2,1999,pixar
37,Andrew Stanton,Karen Robert Jackson,ToyStory2,1999,pixar
38,Andrew Stanton,Sarah McArthur,ToyStory2,1999,pixar
39,Andrew Stanton,Helene Plotkin,ToyStory2,1999,pixar
40,Rita Hsiao,Doug Chamberlin,ToyStory2,1999,pixar
41,Rita Hsiao,Chris Webb,ToyStory2,1999,pixar
42,Rita Hsiao,Karen Robert Jackson,ToyStory2,1999,pixar
43,Rita Hsiao,Sarah McArthur,ToyStory2,1999,pixar
44,Rita Hsiao,Helene Plotkin,ToyStory2,1999,pixar
45,Doug Chamberlin,Chris Webb,ToyStory2,1999,pixar
46,Doug Chamberlin,Karen Robert Jackson,ToyStory2,1999,pixar
47,Doug Chamberlin,Sarah McArthur,ToyStory2,1999,pixar
48,Doug Chamberlin,Helene Plotkin,ToyStory2,1999,pixar
49,Chris Webb,Karen Robert Jackson,ToyStory2,1999,pixar
50,Chris Webb,Sarah McArthur,ToyStory2,1999,pixar
51,Chris Webb,Helene Plotkin,ToyStory2,1999,pixar
52,Karen Robert Jackson,Sarah McArthur,ToyStory2,1999,pixar
53,Karen Robert Jackson,Helene Plotkin,ToyStory2,1999,pixar
54,Sarah McArthur,Helene Plotkin,ToyStory2,1999,pixar
0,Pete Docter,David Silverman,MonsterInc,2001,pixar
1,Pete Docter,Lee Unkrich,MonsterInc,2001,pixar
2,Pete Docter,Jill Culton,MonsterInc,2001,pixar
3,Pete Docter,Jeff Pidgeon,MonsterInc,2001,pixar
4,Pete Docter,Ralph Eggleston,MonsterInc,2001,pixar
5,Pete Docter,Andrew Stanton,MonsterInc,2001,pixar
6,Pete Docter,Daniel Gerson,MonsterInc,2001,pixar
7,Pete Docter,Bob Peterson,MonsterInc,2001,pixar
8,Pete Docter,Joe Ranft,MonsterInc,2001,pixar
9,Pete Docter,Robert L. Baird,MonsterInc,2001,pixar
10,Pete Docter,Rhett Reese,MonsterInc,2001,pixar
11,Pete Docter,Jonathan Roberts,MonsterInc,2001,pixar
12,Pete Docter,Darla K. Anderson,MonsterInc,2001,pixar
13,Pete Docter,Karen Dufilho-Rosen,MonsterInc,2001,pixar
14,Pete Docter,John Lasseter,MonsterInc,2001,pixar
15,Pete Docter,Kori Rae,MonsterInc,2001,pixar
16,David Silverman,Lee Unkrich,MonsterInc,2001,pixar
17,David Silverman,Jill Culton,MonsterInc,2001,pixar
18,David Silverman,Jeff Pidgeon,MonsterInc,2001,pixar
19,David Silverman,Ralph Eggleston,MonsterInc,2001,pixar
20,David Silverman,Andrew Stanton,MonsterInc,2001,pixar
21,David Silverman,Daniel Gerson,MonsterInc,2001,pixar
22,David Silverman,Bob Peterson,MonsterInc,2001,pixar
23,David Silverman,Joe Ranft,MonsterInc,2001,pixar
24,David Silverman,Robert L. Baird,MonsterInc,2001,pixar
25,David Silverman,Rhett Reese,MonsterInc,2001,pixar
26,David Silverman,Jonathan Roberts,MonsterInc,2001,pixar
27,David Silverman,Darla K. Anderson,MonsterInc,2001,pixar
28,David Silverman,Karen Dufilho-Rosen,MonsterInc,2001,pixar
29,David Silverman,John Lasseter,MonsterInc,2001,pixar
30,David Silverman,Kori Rae,MonsterInc,2001,pixar
31,Lee Unkrich,Jill Culton,MonsterInc,2001,pixar
32,Lee Unkrich,Jeff Pidgeon,MonsterInc,2001,pixar
33,Lee Unkrich,Ralph Eggleston,MonsterInc,2001,pixar
34,Lee Unkrich,Andrew Stanton,MonsterInc,2001,pixar
35,Lee Unkrich,Daniel Gerson,MonsterInc,2001,pixar
36,Lee Unkrich,Bob Peterson,MonsterInc,2001,pixar
37,Lee Unkrich,Joe Ranft,MonsterInc,2001,pixar
38,Lee Unkrich,Robert L. Baird,MonsterInc,2001,pixar
39,Lee Unkrich,Rhett Reese,MonsterInc,2001,pixar
40,Lee Unkrich,Jonathan Roberts,MonsterInc,2001,pixar
41,Lee Unkrich,Darla K. Anderson,MonsterInc,2001,pixar
42,Lee Unkrich,Karen Dufilho-Rosen,MonsterInc,2001,pixar
43,Lee Unkrich,John Lasseter,MonsterInc,2001,pixar
44,Lee Unkrich,Kori Rae,MonsterInc,2001,pixar
45,Jill Culton,Jeff Pidgeon,MonsterInc,2001,pixar
46,Jill Culton,Ralph Eggleston,MonsterInc,2001,pixar
47,Jill Culton,Andrew Stanton,MonsterInc,2001,pixar
48,Jill Culton,Daniel Gerson,MonsterInc,2001,pixar
49,Jill Culton,Bob Peterson,MonsterInc,2001,pixar
50,Jill Culton,Joe Ranft,MonsterInc,2001,pixar
51,Jill Culton,Robert L. Baird,MonsterInc,2001,pixar
52,Jill Culton,Rhett Reese,MonsterInc,2001,pixar
53,Jill Culton,Jonathan Roberts,MonsterInc,2001,pixar
54,Jill Culton,Darla K. Anderson,MonsterInc,2001,pixar
55,Jill Culton,Karen Dufilho-Rosen,MonsterInc,2001,pixar
56,Jill Culton,John Lasseter,MonsterInc,2001,pixar
57,Jill Culton,Kori Rae,MonsterInc,2001,pixar
58,Jeff Pidgeon,Ralph Eggleston,MonsterInc,2001,pixar
59,Jeff Pidgeon,Andrew Stanton,MonsterInc,2001,pixar
60,Jeff Pidgeon,Daniel Gerson,MonsterInc,2001,pixar
61,Jeff Pidgeon,Bob Peterson,MonsterInc,2001,pixar
62,Jeff Pidgeon,Joe Ranft,MonsterInc,2001,pixar
63,Jeff Pidgeon,Robert L. Baird,MonsterInc,2001,pixar
64,Jeff Pidgeon,Rhett Reese,MonsterInc,2001,pixar
65,Jeff Pidgeon,Jonathan Roberts,MonsterInc,2001,pixar
66,Jeff Pidgeon,Darla K. Anderson,MonsterInc,2001,pixar
67,Jeff Pidgeon,Karen Dufilho-Rosen,MonsterInc,2001,pixar
68,Jeff Pidgeon,John Lasseter,MonsterInc,2001,pixar
69,Jeff Pidgeon,Kori Rae,MonsterInc,2001,pixar
70,Ralph Eggleston,Andrew Stanton,MonsterInc,2001,pixar
71,Ralph Eggleston,Daniel Gerson,MonsterInc,2001,pixar
72,Ralph Eggleston,Bob Peterson,MonsterInc,2001,pixar
73,Ralph Eggleston,Joe Ranft,MonsterInc,2001,pixar
74,Ralph Eggleston,Robert L. Baird,MonsterInc,2001,pixar
75,Ralph Eggleston,Rhett Reese,MonsterInc,2001,pixar
76,Ralph Eggleston,Jonathan Roberts,MonsterInc,2001,pixar
77,Ralph Eggleston,Darla K. Anderson,MonsterInc,2001,pixar
78,Ralph Eggleston,Karen Dufilho-Rosen,MonsterInc,2001,pixar
79,Ralph Eggleston,John Lasseter,MonsterInc,2001,pixar
80,Ralph Eggleston,Kori Rae,MonsterInc,2001,pixar
81,Andrew Stanton,Daniel Gerson,MonsterInc,2001,pixar
82,Andrew Stanton,Bob Peterson,MonsterInc,2001,pixar
83,Andrew Stanton,Joe Ranft,MonsterInc,2001,pixar
84,Andrew Stanton,Robert L. Baird,MonsterInc,2001,pixar
85,Andrew Stanton,Rhett Reese,MonsterInc,2001,pixar
86,Andrew Stanton,Jonathan Roberts,MonsterInc,2001,pixar
87,Andrew Stanton,Darla K. Anderson,MonsterInc,2001,pixar
88,Andrew Stanton,Karen Dufilho-Rosen,MonsterInc,2001,pixar
89,Andrew Stanton,John Lasseter,MonsterInc,2001,pixar
90,Andrew Stanton,Kori Rae,MonsterInc,2001,pixar
91,Daniel Gerson,Bob Peterson,MonsterInc,2001,pixar
92,Daniel Gerson,Joe Ranft,MonsterInc,2001,pixar
93,Daniel Gerson,Robert L. Baird,MonsterInc,2001,pixar
94,Daniel Gerson,Rhett Reese,MonsterInc,2001,pixar
95,Daniel Gerson,Jonathan Roberts,MonsterInc,2001,pixar
96,Daniel Gerson,Darla K. Anderson,MonsterInc,2001,pixar
97,Daniel Gerson,Karen Dufilho-Rosen,MonsterInc,2001,pixar
98,Daniel Gerson,John Lasseter,MonsterInc,2001,pixar
99,Daniel Gerson,Kori Rae,MonsterInc,2001,pixar
100,Bob Peterson,Joe Ranft,MonsterInc,2001,pixar
101,Bob Peterson,Robert L. Baird,MonsterInc,2001,pixar
102,Bob Peterson,Rhett Reese,MonsterInc,2001,pixar
103,Bob Peterson,Jonathan Roberts,MonsterInc,2001,pixar
104,Bob Peterson,Darla K. Anderson,MonsterInc,2001,pixar
105,Bob Peterson,Karen Dufilho-Rosen,MonsterInc,2001,pixar
106,Bob Peterson,John Lasseter,MonsterInc,2001,pixar
107,Bob Peterson,Kori Rae,MonsterInc,2001,pixar
108,Joe Ranft,Robert L. Baird,MonsterInc,2001,pixar
109,Joe Ranft,Rhett Reese,MonsterInc,2001,pixar
110,Joe Ranft,Jonathan Roberts,MonsterInc,2001,pixar
111,Joe Ranft,Darla K. Anderson,MonsterInc,2001,pixar
112,Joe Ranft,Karen Dufilho-Rosen,MonsterInc,2001,pixar
113,Joe Ranft,John Lasseter,MonsterInc,2001,pixar
114,Joe Ranft,Kori Rae,MonsterInc,2001,pixar
115,Robert L. Baird,Rhett Reese,MonsterInc,2001,pixar
116,Robert L. Baird,Jonathan Roberts,MonsterInc,2001,pixar
117,Robert L. Baird,Darla K. Anderson,MonsterInc,2001,pixar
118,Robert L. Baird,Karen Dufilho-Rosen,MonsterInc,2001,pixar
119,Robert L. Baird,John Lasseter,MonsterInc,2001,pixar
120,Robert L. Baird,Kori Rae,MonsterInc,2001,pixar
121,Rhett Reese,Jonathan Roberts,MonsterInc,2001,pixar
122,Rhett Reese,Darla K. Anderson,MonsterInc,2001,pixar
123,Rhett Reese,Karen Dufilho-Rosen,MonsterInc,2001,pixar
124,Rhett Reese,John Lasseter,MonsterInc,2001,pixar
125,Rhett Reese,Kori Rae,MonsterInc,2001,pixar
126,Jonathan Roberts,Darla K. Anderson,MonsterInc,2001,pixar
127,Jonathan Roberts,Karen Dufilho-Rosen,MonsterInc,2001,pixar
128,Jonathan Roberts,John Lasseter,MonsterInc,2001,pixar
129,Jonathan Roberts,Kori Rae,MonsterInc,2001,pixar
130,Darla K. Anderson,Karen Dufilho-Rosen,MonsterInc,2001,pixar
131,Darla K. Anderson,John Lasseter,MonsterInc,2001,pixar
132,Darla K. Anderson,Kori Rae,MonsterInc,2001,pixar
133,Karen Dufilho-Rosen,John Lasseter,MonsterInc,2001,pixar
134,Karen Dufilho-Rosen,Kori Rae,MonsterInc,2001,pixar
135,John Lasseter,Kori Rae,MonsterInc,2001,pixar
0,Andrew Stanton,Lee Unkrich,FindNemo,2003,pixar
1,Andrew Stanton,Bob Peterson,FindNemo,2003,pixar
2,Andrew Stanton,David Reynolds,FindNemo,2003,pixar
3,Andrew Stanton,Jinko Gotoh,FindNemo,2003,pixar
4,Andrew Stanton,John Lasseter,FindNemo,2003,pixar
5,Andrew Stanton,Bradford Lewis,FindNemo,2003,pixar
6,Andrew Stanton,Graham Walters,FindNemo,2003,pixar
7,Lee Unkrich,Bob Peterson,FindNemo,2003,pixar
8,Lee Unkrich,David Reynolds,FindNemo,2003,pixar
9,Lee Unkrich,Jinko Gotoh,FindNemo,2003,pixar
10,Lee Unkrich,John Lasseter,FindNemo,2003,pixar
11,Lee Unkrich,Bradford Lewis,FindNemo,2003,pixar
12,Lee Unkrich,Graham Walters,FindNemo,2003,pixar
13,Bob Peterson,David Reynolds,FindNemo,2003,pixar
14,Bob Peterson,Jinko Gotoh,FindNemo,2003,pixar
15,Bob Peterson,John Lasseter,FindNemo,2003,pixar
16,Bob Peterson,Bradford Lewis,FindNemo,2003,pixar
17,Bob Peterson,Graham Walters,FindNemo,2003,pixar
18,David Reynolds,Jinko Gotoh,FindNemo,2003,pixar
19,David Reynolds,John Lasseter,FindNemo,2003,pixar
20,David Reynolds,Bradford Lewis,FindNemo,2003,pixar
21,David Reynolds,Graham Walters,FindNemo,2003,pixar
22,Jinko Gotoh,John Lasseter,FindNemo,2003,pixar
23,Jinko Gotoh,Bradford Lewis,FindNemo,2003,pixar
24,Jinko Gotoh,Graham Walters,FindNemo,2003,pixar
25,John Lasseter,Bradford Lewis,FindNemo,2003,pixar
26,John Lasseter,Graham Walters,FindNemo,2003,pixar
27,Bradford Lewis,Graham Walters,FindNemo,2003,pixar
0,Brad Bird,John Lasseter,Incred,2004,pixar
1,Brad Bird,Kori Rae,Incred,2004,pixar
2,Brad Bird,Katherine Sarafian,Incred,2004,pixar
3,Brad Bird,John Walker,Incred,2004,pixar
4,John Lasseter,Kori Rae,Incred,2004,pixar
5,John Lasseter,Katherine Sarafian,Incred,2004,pixar
6,John Lasseter,John Walker,Incred,2004,pixar
7,Kori Rae,Katherine Sarafian,Incred,2004,pixar
8,Kori Rae,John Walker,Incred,2004,pixar
9,Katherine Sarafian,John Walker,Incred,2004,pixar
0,John Lasseter,Joe Ranft,Cars,2006,pixar
1,John Lasseter,Jorgen Klubien,Cars,2006,pixar
2,John Lasseter,Dan Fogelman,Cars,2006,pixar
3,John Lasseter,Kiel Murray,Cars,2006,pixar
4,John Lasseter,Phil Lorin,Cars,2006,pixar
5,John Lasseter,Steve Purcell,Cars,2006,pixar
6,John Lasseter,Darla K. Anderson,Cars,2006,pixar
7,John Lasseter,Thomas Porter,Cars,2006,pixar
8,Joe Ranft,Jorgen Klubien,Cars,2006,pixar
9,Joe Ranft,Dan Fogelman,Cars,2006,pixar
10,Joe Ranft,Kiel Murray,Cars,2006,pixar
11,Joe Ranft,Phil Lorin,Cars,2006,pixar
12,Joe Ranft,Steve Purcell,Cars,2006,pixar
13,Joe Ranft,Darla K. Anderson,Cars,2006,pixar
14,Joe Ranft,Thomas Porter,Cars,2006,pixar
15,Jorgen Klubien,Dan Fogelman,Cars,2006,pixar
16,Jorgen Klubien,Kiel Murray,Cars,2006,pixar
17,Jorgen Klubien,Phil Lorin,Cars,2006,pixar
18,Jorgen Klubien,Steve Purcell,Cars,2006,pixar
19,Jorgen Klubien,Darla K. Anderson,Cars,2006,pixar
20,Jorgen Klubien,Thomas Porter,Cars,2006,pixar
21,Dan Fogelman,Kiel Murray,Cars,2006,pixar
22,Dan Fogelman,Phil Lorin,Cars,2006,pixar
23,Dan Fogelman,Steve Purcell,Cars,2006,pixar
24,Dan Fogelman,Darla K. Anderson,Cars,2006,pixar
25,Dan Fogelman,Thomas Porter,Cars,2006,pixar
26,Kiel Murray,Phil Lorin,Cars,2006,pixar
27,Kiel Murray,Steve Purcell,Cars,2006,pixar
28,Kiel Murray,Darla K. Anderson,Cars,2006,pixar
29,Kiel Murray,Thomas Porter,Cars,2006,pixar
30,Phil Lorin,Steve Purcell,Cars,2006,pixar
31,Phil Lorin,Darla K. Anderson,Cars,2006,pixar
32,Phil Lorin,Thomas Porter,Cars,2006,pixar
33,Steve Purcell,Darla K. Anderson,Cars,2006,pixar
34,Steve Purcell,Thomas Porter,Cars,2006,pixar
35,Darla K. Anderson,Thomas Porter,Cars,2006,pixar
0,Brad Bird,Jan Pinkava,Ratat,2007,pixar
1,Brad Bird,Jim Capobianco,Ratat,2007,pixar
2,Brad Bird,Emily Cook,Ratat,2007,pixar
3,Brad Bird,Kathy Greenberg,Ratat,2007,pixar
4,Brad Bird,Bob Peterson,Ratat,2007,pixar
5,Brad Bird,John Lasseter,Ratat,2007,pixar
6,Brad Bird,Bradford Lewis,Ratat,2007,pixar
7,Brad Bird,Andrew Stanton,Ratat,2007,pixar
8,Brad Bird,Galyn Susman,Ratat,2007,pixar
9,Jan Pinkava,Jim Capobianco,Ratat,2007,pixar
10,Jan Pinkava,Emily Cook,Ratat,2007,pixar
11,Jan Pinkava,Kathy Greenberg,Ratat,2007,pixar
12,Jan Pinkava,Bob Peterson,Ratat,2007,pixar
13,Jan Pinkava,John Lasseter,Ratat,2007,pixar
14,Jan Pinkava,Bradford Lewis,Ratat,2007,pixar
15,Jan Pinkava,Andrew Stanton,Ratat,2007,pixar
16,Jan Pinkava,Galyn Susman,Ratat,2007,pixar
17,Jim Capobianco,Emily Cook,Ratat,2007,pixar
18,Jim Capobianco,Kathy Greenberg,Ratat,2007,pixar
19,Jim Capobianco,Bob Peterson,Ratat,2007,pixar
20,Jim Capobianco,John Lasseter,Ratat,2007,pixar
21,Jim Capobianco,Bradford Lewis,Ratat,2007,pixar
22,Jim Capobianco,Andrew Stanton,Ratat,2007,pixar
23,Jim Capobianco,Galyn Susman,Ratat,2007,pixar
24,Emily Cook,Kathy Greenberg,Ratat,2007,pixar
25,Emily Cook,Bob Peterson,Ratat,2007,pixar
26,Emily Cook,John Lasseter,Ratat,2007,pixar
27,Emily Cook,Bradford Lewis,Ratat,2007,pixar
28,Emily Cook,Andrew Stanton,Ratat,2007,pixar
29,Emily Cook,Galyn Susman,Ratat,2007,pixar
30,Kathy Greenberg,Bob Peterson,Ratat,2007,pixar
31,Kathy Greenberg,John Lasseter,Ratat,2007,pixar
32,Kathy Greenberg,Bradford Lewis,Ratat,2007,pixar
33,Kathy Greenberg,Andrew Stanton,Ratat,2007,pixar
34,Kathy Greenberg,Galyn Susman,Ratat,2007,pixar
35,Bob Peterson,John Lasseter,Ratat,2007,pixar
36,Bob Peterson,Bradford Lewis,Ratat,2007,pixar
37,Bob Peterson,Andrew Stanton,Ratat,2007,pixar
38,Bob Peterson,Galyn Susman,Ratat,2007,pixar
39,John Lasseter,Bradford Lewis,Ratat,2007,pixar
40,John Lasseter,Andrew Stanton,Ratat,2007,pixar
41,John Lasseter,Galyn Susman,Ratat,2007,pixar
42,Bradford Lewis,Andrew Stanton,Ratat,2007,pixar
43,Bradford Lewis,Galyn Susman,Ratat,2007,pixar
44,Andrew Stanton,Galyn Susman,Ratat,2007,pixar
0,Pete Docter,Bob Peterson,Up,2009,pixar
1,Pete Docter,Tom McCarthy,Up,2009,pixar
2,Pete Docter,John Lasseter,Up,2009,pixar
3,Pete Docter,Kori Rae,Up,2009,pixar
4,Pete Docter,Denise Ream,Up,2009,pixar
5,Pete Docter,Jonas Rivera,Up,2009,pixar
6,Pete Docter,Andrew Stanton,Up,2009,pixar
7,Bob Peterson,Tom McCarthy,Up,2009,pixar
8,Bob Peterson,John Lasseter,Up,2009,pixar
9,Bob Peterson,Kori Rae,Up,2009,pixar
10,Bob Peterson,Denise Ream,Up,2009,pixar
11,Bob Peterson,Jonas Rivera,Up,2009,pixar
12,Bob Peterson,Andrew Stanton,Up,2009,pixar
13,Tom McCarthy,John Lasseter,Up,2009,pixar
14,Tom McCarthy,Kori Rae,Up,2009,pixar
15,Tom McCarthy,Denise Ream,Up,2009,pixar
16,Tom McCarthy,Jonas Rivera,Up,2009,pixar
17,Tom McCarthy,Andrew Stanton,Up,2009,pixar
18,John Lasseter,Kori Rae,Up,2009,pixar
19,John Lasseter,Denise Ream,Up,2009,pixar
20,John Lasseter,Jonas Rivera,Up,2009,pixar
21,John Lasseter,Andrew Stanton,Up,2009,pixar
22,Kori Rae,Denise Ream,Up,2009,pixar
23,Kori Rae,Jonas Rivera,Up,2009,pixar
24,Kori Rae,Andrew Stanton,Up,2009,pixar
25,Denise Ream,Jonas Rivera,Up,2009,pixar
26,Denise Ream,Andrew Stanton,Up,2009,pixar
27,Jonas Rivera,Andrew Stanton,Up,2009,pixar
0,Andrew Stanton,Pete Docter,WallE,2008,pixar
1,Andrew Stanton,Jim Reardon,WallE,2008,pixar
2,Andrew Stanton,Lindsey Collins,WallE,2008,pixar
3,Andrew Stanton,John Lasseter,WallE,2008,pixar
4,Andrew Stanton,Gillian Libbert,WallE,2008,pixar
5,Andrew Stanton,Chris Montan,WallE,2008,pixar
6,Andrew Stanton,Jim Morris,WallE,2008,pixar
7,Andrew Stanton,Thomas Porter,WallE,2008,pixar
8,Pete Docter,Jim Reardon,WallE,2008,pixar
9,Pete Docter,Lindsey Collins,WallE,2008,pixar
10,Pete Docter,John Lasseter,WallE,2008,pixar
11,Pete Docter,Gillian Libbert,WallE,2008,pixar
12,Pete Docter,Chris Montan,WallE,2008,pixar
13,Pete Docter,Jim Morris,WallE,2008,pixar
14,Pete Docter,Thomas Porter,WallE,2008,pixar
15,Jim Reardon,Lindsey Collins,WallE,2008,pixar
16,Jim Reardon,John Lasseter,WallE,2008,pixar
17,Jim Reardon,Gillian Libbert,WallE,2008,pixar
18,Jim Reardon,Chris Montan,WallE,2008,pixar
19,Jim Reardon,Jim Morris,WallE,2008,pixar
20,Jim Reardon,Thomas Porter,WallE,2008,pixar
21,Lindsey Collins,John Lasseter,WallE,2008,pixar
22,Lindsey Collins,Gillian Libbert,WallE,2008,pixar
23,Lindsey Collins,Chris Montan,WallE,2008,pixar
24,Lindsey Collins,Jim Morris,WallE,2008,pixar
25,Lindsey Collins,Thomas Porter,WallE,2008,pixar
26,John Lasseter,Gillian Libbert,WallE,2008,pixar
